#{"t_start": 1711028989.8348823, "env_id": "LunarLander-v2"}
r,l,t
106.29012,683,2.946733
258.451669,536,3.222826
192.642168,558,3.507851
220.274771,447,3.736484
237.776146,458,3.968363
246.540904,514,4.228271
244.476837,544,4.503704
210.503619,471,4.742482
180.521495,573,5.033492
-31.084379,469,5.270416
